kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10397751,K02859.03,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.288867920,3.5660000e-05,-3.5660000e-05,132.3776100,7.460000e-03,-7.460000e-03,0.5340,0.4270,-0.3290,2.59900,0.19900,-0.19900,5.9300e+01,6.000e+00,-6.000e+00,0.57,7.000e-02,-6.000e-02,944.0,,,187.43,74.01,-51.62,11.10,5,q1_q17_dr25_tce,5374.00,160.00,-144.00,4.555,0.088,-0.064,0.7210,0.0820,-0.0730,288.831360,47.551991,13.851
7815931,K02861.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.868564038,5.9460000e-06,-5.9460000e-06,132.5144200,2.470000e-03,-2.470000e-03,0.4560,0.0050,-0.4560,1.19200,0.10200,-0.10200,1.7670e+02,1.380e+01,-1.380e+01,1.40,4.500e-01,-1.800e-01,1565.0,,,1417.56,1369.79,-475.92,17.20,1,q1_q17_dr25_tce,6065.00,180.00,-198.00,4.427,0.072,-0.203,1.0230,0.3300,-0.1320,289.647640,43.579182,14.944
6679295,K02862.01,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,24.575252400,1.7820000e-04,-1.7820000e-04,144.1832400,6.490000e-03,-6.490000e-03,0.4890,0.4660,-0.2880,2.25800,0.14500,-0.14500,1.0034e+03,8.120e+01,-8.120e+01,1.64,9.000e-02,-1.100e-01,316.0,,,2.35,0.49,-0.48,12.10,1,q1_q17_dr25_tce,3678.00,73.00,-80.00,4.755,0.028,-0.032,0.5120,0.0290,-0.0350,287.948610,42.156139,15.907
9642292,K02946.01,Kepler-1392 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,15.140891600,1.1440000e-04,-1.1440000e-04,143.7458400,6.410000e-03,-6.410000e-03,0.1360,0.3120,-0.1360,4.35900,0.14600,-0.14600,4.7680e+02,2.770e+01,-2.770e+01,1.93,6.000e-01,-1.900e-01,714.0,,,61.42,57.53,-18.51,20.10,1,q1_q17_dr25_tce,5926.00,187.00,-207.00,4.532,0.050,-0.200,0.8870,0.2730,-0.0910,288.766970,46.394421,15.679
6356692,K02948.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,11.391695310,7.5670000e-05,-7.5670000e-05,141.5598300,5.470000e-03,-5.470000e-03,0.8490,0.0960,-0.6060,5.00000,0.14900,-0.14900,5.1000e+01,3.100e+00,-3.100e+00,1.02,1.800e-01,-2.300e-01,886.0,,,145.67,71.74,-63.32,19.00,1,q1_q17_dr25_tce,5557.00,122.00,-78.00,4.198,0.208,-0.112,1.2490,0.2120,-0.2830,289.394740,41.782349,11.926
6026737,K02949.01,,CANDIDATE,CANDIDATE,0.9340,0,0,0,0,10.174703700,1.2600000e-04,-1.2600000e-04,132.3605000,1.190000e-02,-1.190000e-02,0.7260,0.2250,-0.5170,5.17900,0.41900,-0.41900,5.2400e+01,5.200e+00,-5.200e+00,1.04,1.600e-01,-2.000e-01,985.0,,,222.53,96.77,-88.23,11.80,1,q1_q17_dr25_tce,5866.00,105.00,-117.00,4.191,0.162,-0.108,1.3390,0.2090,-0.2560,285.875790,41.332432,13.313
4991208,K02951.01,Kepler-1393 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,2.443585430,1.4460000e-05,-1.4460000e-05,132.8019400,4.800000e-03,-4.800000e-03,0.2580,0.1900,-0.2580,1.85200,0.14200,-0.14200,5.9100e+01,6.100e+00,-6.100e+00,0.67,7.000e-02,-5.000e-02,1249.0,,,574.37,196.22,-121.60,11.90,1,q1_q17_dr25_tce,5561.00,111.00,-111.00,4.486,0.072,-0.080,0.8730,0.0990,-0.0660,284.459470,40.142559,13.348
8243283,K02952.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.759269100,1.5730000e-05,-1.5730000e-05,132.0755200,8.040000e-03,-8.040000e-03,0.5640,0.0000,-0.4780,2.38100,0.19900,-0.19900,1.4040e+02,1.230e+01,-1.230e+01,1.21,3.500e-01,-1.800e-01,1519.0,,,1254.94,1091.77,-450.98,13.50,1,q1_q17_dr25_tce,5784.00,172.00,-190.00,4.416,0.105,-0.195,0.9840,0.2850,-0.1420,295.231510,44.112900,15.229
9837661,K02715.02,Kepler-1321 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.226496196,5.3170000e-06,-5.3170000e-06,133.3719500,2.580000e-03,-2.580000e-03,0.0480,0.3960,-0.0480,1.70730,0.05130,-0.05130,1.8391e+03,5.970e+01,-5.970e+01,2.10,1.300e-01,-2.300e-01,697.0,,,55.76,12.61,-15.92,36.00,2,q1_q17_dr25_tce,3640.00,81.00,-90.00,4.744,0.056,-0.024,0.5030,0.0300,-0.0560,294.528590,46.640968,16.835
9837661,K02715.03,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.720845990,3.6200000e-05,-3.6200000e-05,134.6657600,6.160000e-03,-6.160000e-03,0.1660,0.3050,-0.1660,2.74400,0.13700,-0.13700,1.3160e+03,7.300e+01,-7.300e+01,1.78,1.100e-01,-2.000e-01,509.0,,,15.84,3.58,-4.52,20.50,3,q1_q17_dr25_tce,3640.00,81.00,-90.00,4.744,0.056,-0.024,0.5030,0.0300,-0.0560,294.528590,46.640968,16.835
9092504,K02716.01,Kepler-1322 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.962864171,2.1060000e-06,-2.1060000e-06,132.1254800,1.810000e-03,-1.810000e-03,0.7360,0.0190,-0.5320,1.68020,0.05620,-0.05620,3.0350e+02,1.130e+01,-1.130e+01,1.52,3.600e-01,-1.500e-01,1666.0,,,1828.67,1338.03,-519.18,31.60,1,q1_q17_dr25_tce,5704.00,169.00,-186.00,4.575,0.040,-0.160,0.8040,0.1940,-0.0770,293.204530,45.435398,15.810
5383248,K00261.01,Kepler-96 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.238477330,1.4770000e-05,-1.4770000e-05,171.0195640,6.950000e-04,-6.950000e-04,0.7660,0.0430,-0.5170,3.96990,0.03410,-0.03410,6.4670e+02,5.800e+00,-5.800e+00,2.76,4.200e-01,-2.400e-01,711.0,,,60.35,26.22,-14.02,125.80,1,q1_q17_dr25_tce,5683.00,114.00,-114.00,4.422,0.085,-0.114,0.9930,0.1500,-0.0870,297.069610,40.525131,10.297
9092504,K02716.02,,CANDIDATE,CANDIDATE,0.9560,0,0,0,0,6.460047280,3.0150000e-05,-3.0150000e-05,135.9677900,4.000000e-03,-4.000000e-03,0.8280,0.1030,-0.6070,1.97900,0.10900,-0.10900,3.9420e+02,2.590e+01,-2.590e+01,1.80,4.300e-01,-1.700e-01,883.0,,,144.06,105.41,-40.90,17.00,2,q1_q17_dr25_tce,5704.00,169.00,-186.00,4.575,0.040,-0.160,0.8040,0.1940,-0.0770,293.204530,45.435398,15.810
10001368,K02785.01,Kepler-1344 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.768310330,1.9110000e-05,-1.9110000e-05,134.8611600,4.470000e-03,-4.470000e-03,0.1910,0.2720,-0.1910,3.23630,0.06830,-0.06830,2.5180e+02,8.200e+00,-8.200e+00,1.78,6.000e-01,-2.600e-01,1219.0,,,522.81,532.02,-199.71,35.40,1,q1_q17_dr25_tce,6237.00,194.00,-259.00,4.374,0.090,-0.210,1.1160,0.3750,-0.1610,287.086300,46.945808,14.083
9466429,K02786.01,Kepler-1345 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,44.616751000,3.0140000e-04,-3.0140000e-04,164.4523800,5.510000e-03,-5.510000e-03,0.6180,0.0460,-0.4680,7.83100,0.15300,-0.15300,2.3970e+02,9.600e+00,-9.600e+00,2.31,7.000e-01,-4.600e-01,693.0,,,54.56,47.73,-24.30,28.40,1,q1_q17_dr25_tce,6763.00,182.00,-243.00,4.220,0.144,-0.176,1.4240,0.4250,-0.2830,292.477970,46.022831,13.791
4365442,K02787.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.714410345,8.8940000e-06,-8.8940000e-06,131.8654900,4.490000e-03,-4.490000e-03,0.5600,0.3850,-0.3360,3.33600,0.14100,-0.14100,5.0400e+01,2.600e+00,-2.600e+00,1.84,3.000e-01,-6.900e-01,2551.0,,,10025.53,5173.46,-6583.50,22.90,1,q1_q17_dr25_tce,6340.00,187.00,-187.00,3.731,0.330,-0.110,2.4980,0.4040,-0.9440,291.685730,39.428860,13.297
8885643,K02789.01,Kepler-1346 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.401656170,1.1210000e-05,-1.1210000e-05,132.0619500,2.580000e-03,-2.580000e-03,0.9060,0.0280,-0.6820,1.96170,0.08460,-0.08460,1.5590e+02,9.000e+00,-9.000e+00,1.34,4.100e-01,-1.300e-01,1236.0,,,552.42,495.04,-158.35,19.90,1,q1_q17_dr25_tce,6177.00,169.00,-188.00,4.516,0.040,-0.216,0.9060,0.2760,-0.0920,291.841310,45.179180,14.497
5652893,K02790.01,Kepler-1347 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.009486310,6.6760000e-05,-6.6760000e-05,132.9694700,3.680000e-03,-3.680000e-03,0.2680,0.1860,-0.2680,3.39900,0.12200,-0.12200,1.6990e+02,8.600e+00,-8.600e+00,0.98,6.000e-02,-5.000e-02,617.0,,,34.32,6.88,-6.32,22.60,1,q1_q17_dr25_tce,5153.00,102.00,-102.00,4.551,0.049,-0.036,0.7670,0.0410,-0.0460,299.659610,40.843849,13.380
3241557,K02863.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.703359172,9.4620000e-06,-9.4620000e-06,132.4618500,4.920000e-03,-4.920000e-03,0.1520,0.3120,-0.1520,1.91400,0.12500,-0.12500,5.7600e+01,4.900e+00,-4.900e+00,0.69,2.100e-01,-7.000e-02,1525.0,,,1284.58,1116.26,-359.76,13.90,1,q1_q17_dr25_tce,6026.00,162.00,-180.00,4.503,0.065,-0.195,0.9040,0.2680,-0.0890,293.078060,38.359081,13.778
3957082,K02864.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,3.778816640,4.0890000e-05,-4.0890000e-05,134.2080000,9.230000e-03,-9.230000e-03,0.6280,0.3020,-0.4080,5.81900,0.29000,-0.29000,4.7100e+01,2.500e+00,-2.500e+00,3.99,1.000e-01,-1.920e+00,2580.0,,,10473.57,2056.09,-7977.57,22.20,1,q1_q17_dr25_tce,6115.00,201.00,-183.00,3.267,0.447,-0.047,5.5440,0.1400,-2.6680,292.237820,39.005070,12.923
8681833,K02865.01,Kepler-1372 b,CONFIRMED,CANDIDATE,0.9820,0,0,0,0,1.311558909,5.7640000e-06,-5.7640000e-06,131.5328300,3.980000e-03,-3.980000e-03,0.2180,0.2460,-0.2180,1.91900,0.12000,-0.12000,1.4130e+02,9.700e+00,-9.700e+00,1.15,3.500e-01,-1.200e-01,1655.0,,,1776.99,1616.10,-534.48,17.20,1,q1_q17_dr25_tce,5926.00,164.00,-205.00,4.501,0.039,-0.221,0.9630,0.2970,-0.0990,288.886630,44.839550,15.371
4138951,K02866.01,Kepler-1373 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,1.291233083,5.7120000e-06,-5.7120000e-06,131.9910500,3.700000e-03,-3.700000e-03,0.2000,0.2580,-0.2000,1.85500,0.12300,-0.12300,6.6000e+01,5.100e+00,-5.100e+00,0.89,2.600e-01,-1.100e-01,1887.0,,,2993.70,2475.79,-957.71,15.90,1,q1_q17_dr25_tce,6384.00,153.00,-192.00,4.419,0.062,-0.200,1.0860,0.3140,-0.1340,285.752040,39.249210,14.135
3102384,K00273.01,Kepler-454 A b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.573751447,8.4880000e-06,-8.4880000e-06,175.0677390,6.390000e-04,-6.390000e-04,0.7850,0.0040,-0.5860,1.72590,0.01820,-0.01820,2.9890e+02,4.300e+00,-4.300e+00,2.07,5.000e-02,-7.000e-02,844.0,,,120.25,13.03,-13.20,82.00,1,q1_q17_dr25_tce,5720.00,77.00,-77.00,4.400,0.012,-0.012,1.0800,0.0270,-0.0330,287.478520,38.228840,11.457
10471515,K02961.01,Kepler-1395 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,3.784750700,4.0000000e-05,-4.0000000e-05,133.5078500,8.130000e-03,-8.130000e-03,0.0210,0.4350,-0.0210,2.92400,0.25400,-0.25400,3.3500e+01,3.200e+00,-3.200e+00,0.70,1.100e-01,-8.000e-02,1311.0,,,699.15,319.08,-192.35,12.20,1,q1_q17_dr25_tce,6017.00,107.00,-131.00,4.326,0.084,-0.116,1.2060,0.1990,-0.1330,292.337550,47.664200,12.581
4935172,K02962.01,,CANDIDATE,CANDIDATE,0.7850,0,0,0,0,2.172910550,1.3960000e-05,-1.3960000e-05,131.7355200,5.870000e-03,-5.870000e-03,0.3620,0.1010,-0.3620,2.13900,0.17400,-0.17400,7.6400e+01,6.700e+00,-6.700e+00,0.93,3.000e-01,-1.000e-01,1507.0,,,1220.49,1174.83,-379.45,13.60,1,q1_q17_dr25_tce,6164.00,171.00,-214.00,4.446,0.054,-0.216,1.0450,0.3410,-0.1140,294.863190,40.007511,14.229
8760040,K02963.01,Kepler-1396 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,18.220602400,1.3240000e-04,-1.3240000e-04,141.3760700,6.170000e-03,-6.170000e-03,0.1250,0.3260,-0.1250,5.10900,0.15000,-0.15000,2.0180e+02,1.120e+01,-1.120e+01,1.78,3.000e-01,-2.300e-01,786.0,,,90.43,38.40,-26.01,19.70,1,q1_q17_dr25_tce,5951.00,71.00,-79.00,4.283,0.120,-0.120,1.2620,0.2090,-0.1680,294.336460,44.918289,14.544
8760040,K02963.02,,CANDIDATE,CANDIDATE,0.9130,0,0,0,0,7.351012870,5.5700000e-05,-5.5700000e-05,133.6395100,6.430000e-03,-6.430000e-03,0.6080,0.3610,-0.3830,2.75700,0.18600,-0.18600,1.1590e+02,1.000e+01,-1.000e+01,1.42,2.300e-01,-1.900e-01,1064.0,,,303.08,128.71,-87.17,12.80,2,q1_q17_dr25_tce,5951.00,71.00,-79.00,4.283,0.120,-0.120,1.2620,0.2090,-0.1680,294.336460,44.918289,14.544
10098844,K02964.01,Kepler-1397 b,CONFIRMED,CANDIDATE,0.9850,0,0,0,0,47.449713400,6.9450000e-04,-6.9450000e-04,173.4565000,1.150000e-02,-1.150000e-02,0.0160,0.4490,-0.0160,10.67500,0.37700,-0.37700,2.0640e+02,1.340e+01,-1.340e+01,1.61,2.800e-01,-1.800e-01,551.0,,,21.82,10.34,-6.15,16.90,1,q1_q17_dr25_tce,6007.00,108.00,-133.00,4.353,0.084,-0.126,1.1260,0.1930,-0.1280,299.675870,47.075840,14.089
9467404,K02717.01,Kepler-1323 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.929906166,7.7700000e-07,-7.7700000e-07,132.2512600,7.250000e-04,-7.250000e-04,0.1020,0.3380,-0.1010,1.74300,0.02100,-0.02100,1.0870e+02,1.600e+00,-1.600e+00,1.48,2.400e-01,-2.800e-01,2291.0,,,6514.57,3148.46,-2514.21,79.70,1,q1_q17_dr25_tce,6039.00,134.00,-121.00,4.169,0.168,-0.112,1.4130,0.2340,-0.2600,292.872280,46.098881,12.410
5308666,K02718.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.784513087,1.3420000e-06,-1.3420000e-06,131.9875100,1.370000e-03,-1.370000e-03,0.0290,0.3300,-0.0290,1.92060,0.05160,-0.05160,3.1660e+02,8.100e+00,-8.100e+00,131.40,3.350e+00,-2.679e+01,10634.0,,,3036857.56,416291.93,-1313641.72,47.70,1,q1_q17_dr25_tce,3853.00,76.00,-105.00,0.892,0.030,-0.030,78.8690,2.0100,-16.0830,299.556340,40.460297,13.819
5184911,K02719.01,Kepler-1324 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.115855140,1.1600000e-05,-1.1600000e-05,134.1172600,2.410000e-03,-2.410000e-03,0.8070,0.0190,-0.5700,1.48580,0.08250,-0.08250,4.2580e+02,2.490e+01,-2.490e+01,1.93,1.300e-01,-2.000e-01,895.0,,,151.55,40.56,-43.89,20.80,1,q1_q17_dr25_tce,4827.00,129.00,-144.00,4.508,0.084,-0.070,0.8230,0.0560,-0.0860,291.184970,40.311211,15.141
8176564,K02720.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.571594350,2.2910000e-05,-2.2910000e-05,132.7459800,2.920000e-03,-2.920000e-03,0.7510,0.2260,-0.5130,3.10440,0.08540,-0.08540,6.5700e+01,2.500e+00,-2.500e+00,1.26,6.000e-02,-5.000e-02,1211.0,,,507.81,76.72,-61.00,30.70,1,q1_q17_dr25_tce,6042.00,81.00,-81.00,4.139,0.012,-0.013,1.4320,0.0640,-0.0520,295.439670,44.039162,10.338
6587105,K02721.01,Kepler-1325 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,33.878639000,2.1870000e-04,-2.1870000e-04,160.2186900,4.440000e-03,-4.440000e-03,0.9230,0.0030,-0.6450,6.19400,0.13400,-0.13400,7.0010e+02,2.840e+01,-2.840e+01,3.52,4.900e-01,-5.000e-01,564.0,,,24.00,8.89,-7.18,27.90,1,q1_q17_dr25_tce,5533.00,74.00,-74.00,4.348,0.126,-0.103,1.0720,0.1500,-0.1500,285.017210,42.085381,15.160
11662184,K02791.01,Kepler-1348 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,27.572214400,2.2370000e-04,-2.2370000e-04,145.3954300,7.310000e-03,-7.310000e-03,0.5620,0.0240,-0.4680,5.25600,0.20500,-0.20500,2.9630e+02,1.710e+01,-1.710e+01,1.94,3.100e-01,-1.700e-01,636.0,,,38.62,15.82,-8.07,20.00,1,q1_q17_dr25_tce,5912.00,70.00,-82.00,4.397,0.063,-0.117,1.0900,0.1740,-0.0930,292.087460,49.788761,14.718
11127479,K02792.01,Kepler-1349 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.128216210,1.1150000e-05,-1.1150000e-05,132.4805500,4.260000e-03,-4.260000e-03,0.0980,0.3540,-0.0980,3.14600,0.10600,-0.10600,2.5900e+01,1.300e+00,-1.300e+00,0.70,2.000e-02,-3.000e-02,1668.0,,,1831.55,199.30,-252.46,22.10,1,q1_q17_dr25_tce,5952.00,71.00,-83.00,4.227,0.014,-0.016,1.3770,0.0390,-0.0620,286.338350,48.744099,11.126
5428668,K02794.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.703399912,7.8800000e-07,-7.8800000e-07,131.6592900,1.030000e-03,-1.030000e-03,0.3930,0.0650,-0.3930,0.82300,0.04170,-0.04170,5.3140e+02,2.140e+01,-2.140e+01,2.15,6.700e-01,-2.100e-01,2013.0,,,3879.31,3626.55,-1084.58,32.00,1,q1_q17_dr25_tce,5955.00,179.00,-179.00,4.520,0.037,-0.213,0.9100,0.2830,-0.0890,284.444700,40.693508,15.728
5041569,K02795.01,,FALSE POSITIVE,FALSE POSITIVE,0.0240,0,1,0,0,2.535502300,1.8260000e-05,-1.8260000e-05,132.2005400,6.680000e-03,-6.680000e-03,0.9650,0.0200,-0.5240,7.18900,0.71500,-0.71500,3.5460e+02,1.300e+01,-1.300e+01,2.70,9.400e-01,-3.200e-01,1477.0,,,1127.68,1160.91,-384.42,37.60,1,q1_q17_dr25_tce,6268.00,173.00,-260.00,4.429,0.056,-0.238,1.1000,0.3840,-0.1280,298.853610,40.131088,15.273
10604521,K02797.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.868122253,2.7230000e-06,-2.7230000e-06,131.8321200,2.780000e-03,-2.780000e-03,0.0060,0.4330,-0.0060,1.54710,0.06600,-0.06600,2.3130e+02,1.140e+01,-1.140e+01,1.65,5.400e-01,-1.700e-01,2047.0,,,4163.14,4139.82,-1330.46,23.20,1,q1_q17_dr25_tce,6116.00,190.00,-253.00,4.440,0.052,-0.208,1.0840,0.3560,-0.1110,293.683560,47.833141,15.800
9899181,K02867.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.332560553,9.3210000e-06,-9.3210000e-06,132.0530300,6.620000e-03,-6.620000e-03,0.3700,0.0660,-0.3700,3.31500,0.15500,-0.15500,3.1700e+01,1.500e+00,-1.500e+00,0.40,2.000e-02,-2.000e-02,1249.0,,,574.99,131.50,-82.18,26.10,1,q1_q17_dr25_tce,4947.00,98.00,-98.00,4.621,0.012,-0.051,0.7140,0.0470,-0.0260,295.150510,46.772305,12.912
9899181,K02867.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,18.936061000,1.4290000e-03,-1.4290000e-03,139.0725000,5.090000e-02,-5.090000e-02,0.2850,0.1560,-0.2850,22.27000,1.70000,-1.70000,2.4300e+01,1.900e+00,-1.900e+00,0.34,3.000e-02,-1.000e-02,516.0,,,16.70,3.82,-2.38,14.00,2,q1_q17_dr25_tce,4947.00,98.00,-98.00,4.621,0.012,-0.051,0.7140,0.0470,-0.0260,295.150510,46.772305,12.912
8884274,K02868.01,Kepler-1374 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.652750540,6.4510000e-05,-6.4510000e-05,136.0899400,5.410000e-03,-5.410000e-03,0.0510,0.4200,-0.0510,2.68400,0.12700,-0.12700,7.4070e+02,4.880e+01,-4.880e+01,2.20,4.900e-01,-1.900e-01,737.0,,,69.81,48.17,-19.50,17.50,1,q1_q17_dr25_tce,5602.00,177.00,-197.00,4.571,0.036,-0.144,0.8170,0.1810,-0.0720,291.349980,45.172272,15.970
7767162,K02869.01,Kepler-1375 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.300408180,2.2100000e-05,-2.2100000e-05,133.5672300,6.020000e-03,-6.020000e-03,0.0080,0.4460,-0.0080,4.46200,0.16400,-0.16400,9.8800e+01,5.900e+00,-5.900e+00,1.43,2.600e-01,-1.900e-01,1543.0,,,1341.90,621.65,-382.51,19.30,1,q1_q17_dr25_tce,6333.00,75.00,-82.00,4.229,0.099,-0.121,1.4380,0.2610,-0.1900,296.293550,43.403271,13.749
4861791,K02870.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,5.629509020,9.2240000e-05,-9.2240000e-05,136.8607000,1.290000e-02,-1.290000e-02,0.9740,0.0310,-0.7570,6.54200,0.17200,-0.17200,2.9750e+02,2.180e+01,-2.180e+01,2.11,5.700e-01,-2.000e-01,979.0,,,216.41,178.97,-60.15,14.30,1,q1_q17_dr25_tce,5822.00,175.00,-192.00,4.529,0.044,-0.176,0.8980,0.2460,-0.0820,298.039310,39.901939,15.957
4385148,K02942.01,,CANDIDATE,CANDIDATE,0.9540,0,0,0,0,13.843012280,9.0790000e-05,-9.0790000e-05,139.9533400,6.630000e-03,-6.630000e-03,0.0520,0.4000,-0.0520,4.07700,0.16500,-0.16500,5.6780e+02,3.590e+01,-3.590e+01,1.98,5.000e-01,-1.800e-01,699.0,,,56.45,43.35,-15.88,17.50,1,q1_q17_dr25_tce,5745.00,181.00,-201.00,4.559,0.042,-0.168,0.8370,0.2090,-0.0750,296.264560,39.405960,15.480
4385148,K02942.02,,CANDIDATE,CANDIDATE,0.9730,0,0,0,0,24.275899200,2.4260000e-04,-2.4260000e-04,152.4313300,8.970000e-03,-8.970000e-03,0.4410,0.5050,-0.2390,4.59000,0.20900,-0.20900,7.0220e+02,4.500e+01,-4.500e+01,2.25,5.600e-01,-2.000e-01,580.0,,,26.68,20.49,-7.50,17.00,2,q1_q17_dr25_tce,5745.00,181.00,-201.00,4.559,0.042,-0.168,0.8370,0.2090,-0.0750,296.264560,39.405960,15.480
9838468,K02943.01,Kepler-1391 b,CONFIRMED,CANDIDATE,0.9480,0,0,0,0,54.409961200,5.5480000e-04,-5.5480000e-04,175.4030700,6.580000e-03,-6.580000e-03,0.1570,0.2750,-0.1570,9.31400,0.21600,-0.21600,1.9300e+02,1.080e+01,-1.080e+01,1.56,2.400e-01,-2.400e-01,513.0,,,16.35,7.20,-5.46,20.80,1,q1_q17_dr25_tce,5746.00,115.00,-104.00,4.309,0.137,-0.112,1.1330,0.1740,-0.1740,294.831020,46.659592,13.852
6781548,K02944.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,9.122093360,7.1490000e-05,-7.1490000e-05,138.8330600,7.850000e-03,-7.850000e-03,1.2360,71.8500,-0.2980,4.34700,0.22600,-0.22600,9.0680e+02,4.770e+01,-4.770e+01,28.17,9.150e+00,-3.050e+00,863.0,,,131.35,129.40,-40.69,22.20,1,q1_q17_dr25_tce,5899.00,184.00,-205.00,4.499,0.040,-0.229,0.9600,0.3120,-0.1040,293.078340,42.277039,15.676
8617363,K02945.01,,CANDIDATE,CANDIDATE,0.9880,0,0,0,0,19.947527410,7.9760000e-05,-7.9760000e-05,144.2469000,3.510000e-03,-3.510000e-03,0.0940,0.3570,-0.0940,1.75600,0.12100,-0.12100,8.6130e+02,6.550e+01,-6.550e+01,2.52,5.700e-01,-2.000e-01,625.0,,,36.14,24.06,-9.00,16.00,1,q1_q17_dr25_tce,5749.00,153.00,-170.00,4.547,0.040,-0.160,0.8640,0.1940,-0.0690,288.955510,44.705700,15.999
11401755,K00277.02,Kepler-36 b,CONFIRMED,CANDIDATE,0.0630,0,0,0,0,13.849845670,5.3640000e-05,-5.3640000e-05,141.6491400,3.200000e-03,-3.200000e-03,0.0120,0.4380,-0.0120,7.27830,0.08490,-0.08490,8.4600e+01,2.600e+00,-2.600e+00,1.45,7.000e-02,-7.000e-02,977.0,,,214.98,29.68,-30.04,35.20,2,q1_q17_dr25_tce,5919.00,62.00,-71.00,4.042,0.030,-0.030,1.5850,0.0710,-0.0790,291.250180,49.231834,11.866
7673192,K02722.01,Kepler-402 c,CONFIRMED,CANDIDATE,0.9800,0,0,0,0,6.124797730,3.2390000e-05,-3.2390000e-05,134.9380300,4.280000e-03,-4.280000e-03,0.7900,0.0370,-0.5450,3.46600,0.12200,-0.12200,1.2930e+02,6.900e+00,-6.900e+00,1.51,2.600e-01,-2.400e-01,1140.0,,,399.43,195.49,-139.86,20.10,1,q1_q17_dr25_tce,6052.00,121.00,-133.00,4.285,0.137,-0.112,1.2020,0.2080,-0.1890,288.370240,43.354610,13.268
7673192,K02722.02,Kepler-402 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.242848150,7.6490000e-05,-7.6490000e-05,136.3208400,5.690000e-03,-5.690000e-03,0.5200,0.1020,-0.4060,4.24100,0.15600,-0.15600,1.3600e+02,8.300e+00,-8.300e+00,1.44,2.500e-01,-2.200e-01,931.0,,,177.70,86.98,-62.22,17.40,3,q1_q17_dr25_tce,6052.00,121.00,-133.00,4.285,0.137,-0.112,1.2020,0.2080,-0.1890,288.370240,43.354610,13.268
